issn_l,earliest_year,pub_type,n,oa_articles
0002-9432,2020,core,66,6
0002-9432,2020,all,66,6
0002-9432,2021,core,75,4
0002-9432,2021,all,76,4
0002-9432,2022,core,70,1
0002-9432,2022,all,70,1
0002-9432,2023,core,49,2
0002-9432,2023,all,49,2
0002-9440,2019,core,195,29
0002-9440,2019,all,215,29
0002-9440,2020,core,186,24
0002-9440,2020,all,209,26
0002-9440,2021,core,168,33
0002-9440,2021,all,200,33
0002-9440,2022,core,131,28
0002-9440,2022,all,149,28
0002-9440,2023,core,159,42
0002-9440,2023,all,179,42
0002-9483,2019,core,157,12
0002-9483,2019,all,170,12
0002-9483,2020,core,159,20
0002-9483,2020,all,171,21
0002-9483,2021,core,187,25
0002-9483,2021,all,206,25
0002-9505,2019,core,127,5
0002-9505,2019,all,147,5
0002-9505,2020,core,138,4
0002-9505,2020,all,149,4
0002-9505,2021,core,132,11
0002-9505,2021,all,151,12
0002-9505,2022,core,112,12
0002-9505,2022,all,137,13
0002-9505,2023,core,120,14
0002-9505,2023,all,138,15
0002-9548,2019,core,33,0
0002-9548,2019,all,35,0
0002-9548,2020,core,22,1
0002-9548,2020,all,22,1
0002-9548,2021,core,22,0
0002-9548,2021,all,29,0
0002-9548,2022,core,29,0
0002-9548,2022,all,32,0
0002-9548,2023,core,32,0
0002-9548,2023,all,33,0
0002-9610,2019,core,363,3
0002-9610,2019,all,448,3
0002-9610,2020,core,363,7
0002-9610,2020,all,553,9
0002-9610,2021,core,317,11
0002-9610,2021,all,479,12
0002-9610,2022,core,384,6
0002-9610,2022,all,573,6
0002-9610,2023,core,399,16
0002-9610,2023,all,584,16
0002-9629,2019,core,110,5
0002-9629,2019,all,188,5
0002-9629,2020,core,107,3
0002-9629,2020,all,229,5
0002-9629,2021,core,163,10
0002-9629,2021,all,278,13
0002-9629,2022,core,160,4
0002-9629,2022,all,270,4
0002-9629,2023,core,133,9
0002-9629,2023,all,289,10
0002-9890,2019,core,53,1
0002-9890,2019,all,123,2
0002-9890,2020,core,60,3
0002-9890,2020,all,135,4
0002-9890,2021,core,70,6
0002-9890,2021,all,112,6
0002-9890,2022,core,57,5
0002-9890,2022,all,100,8
0002-9890,2023,core,88,12
0002-9890,2023,all,120,14
0003-0007,2019,core,167,12
0003-0007,2019,all,196,14
0003-0007,2020,core,213,11
0003-0007,2020,all,249,11
0003-0007,2021,core,222,16
0003-0007,2021,all,279,21
0003-0007,2022,core,190,15
0003-0007,2022,all,221,17
0003-0007,2023,core,154,18
0003-0007,2023,all,173,21
0003-004X,2019,core,172,6
0003-004X,2019,all,175,6
0003-004X,2020,core,168,11
0003-004X,2020,all,176,16
0003-004X,2021,core,172,8
0003-004X,2021,all,179,10
0003-004X,2022,core,217,5
0003-004X,2022,all,219,5
0003-004X,2023,core,191,5
0003-004X,2023,all,195,5
0003-021X,2019,core,119,2
0003-021X,2019,all,121,2
0003-021X,2020,core,117,4
0003-021X,2020,all,120,4
0003-021X,2021,core,100,4
0003-021X,2021,all,102,4
0003-021X,2022,core,89,10
0003-021X,2022,all,91,10
0003-021X,2023,core,135,18
0003-021X,2023,all,140,18
0003-0554,2019,core,69,11
0003-0554,2019,all,76,11
0003-0554,2020,core,90,13
0003-0554,2020,all,98,13
0003-0554,2021,core,100,37
0003-0554,2021,all,106,38
0003-0554,2022,core,101,56
0003-0554,2022,all,107,57
0003-0554,2023,core,181,144
0003-0554,2023,all,199,156
0003-0651,2019,core,37,1
0003-0651,2019,all,56,1
0003-0651,2020,core,49,2
0003-0651,2020,all,67,2
0003-0651,2021,core,35,0
0003-0651,2021,all,66,0
0003-0651,2022,core,43,0
0003-0651,2022,all,67,0
0003-0651,2023,core,45,0
0003-0651,2023,all,64,0
0003-066X,2019,core,156,10
0003-066X,2019,all,168,11
0003-066X,2020,core,164,11
0003-066X,2020,all,170,11
0003-066X,2021,core,167,12
0003-066X,2021,all,170,12
0003-066X,2022,core,123,2
0003-066X,2022,all,125,2
0003-066X,2023,core,139,3
0003-066X,2023,all,139,3
0003-1224,2019,core,40,3
0003-1224,2019,all,42,3
0003-1224,2020,core,38,5
0003-1224,2020,all,44,5
0003-1224,2021,core,40,5
0003-1224,2021,all,43,6
0003-1224,2022,core,36,6
0003-1224,2022,all,37,6
0003-1224,2023,core,39,14
0003-1224,2023,all,41,14
0003-1232,2019,core,33,0
0003-1232,2019,all,38,0
0003-1232,2020,core,34,3
0003-1232,2020,all,41,4
0003-1232,2021,core,37,11
0003-1232,2021,all,41,11
0003-1232,2022,core,38,8
0003-1232,2022,all,43,8
0003-1232,2023,core,50,17
0003-1232,2023,all,55,19
0003-1305,2019,core,90,44
0003-1305,2019,all,97,45
0003-1305,2020,core,46,1
0003-1305,2020,all,59,1
0003-1305,2021,core,45,4
0003-1305,2021,all,48,4
0003-1305,2022,core,44,7
0003-1305,2022,all,55,8
0003-1305,2023,core,71,19
0003-1305,2023,all,81,19
0003-1348,2019,core,303,0
0003-1348,2019,all,495,0
0003-1348,2020,core,296,10
0003-1348,2020,all,410,12
0003-1348,2021,core,356,9
0003-1348,2021,all,395,10
0003-1348,2022,core,711,17
0003-1348,2022,all,773,17
0003-1348,2023,core,1166,51
0003-1348,2023,all,1203,52
0003-150X,2019,core,65,0
0003-150X,2019,all,173,0
0003-150X,2020,core,59,0
0003-150X,2020,all,152,0
0003-150X,2021,core,51,0
0003-150X,2021,all,111,0
0003-150X,2022,core,47,0
0003-150X,2022,all,100,0
0003-150X,2023,core,49,0
0003-150X,2023,all,98,0
0003-1615,2019,core,17,0
0003-1615,2019,all,19,0
0003-1615,2020,core,17,1
0003-1615,2020,all,17,1
0003-1615,2021,core,38,6
0003-1615,2021,all,39,7
0003-1615,2022,core,19,5
0003-1615,2022,all,19,5
0003-1615,2023,core,20,9
0003-1615,2023,all,23,9
0003-2409,2019,core,151,18
0003-2409,2019,all,345,20
0003-2409,2020,core,150,51
0003-2409,2020,all,348,84
0003-2409,2021,core,154,45
0003-2409,2021,all,341,64
0003-2409,2022,core,124,19
0003-2409,2022,all,275,20
0003-2409,2023,core,113,58
0003-2409,2023,all,295,65
0003-2417,2019,core,143,3
0003-2417,2019,all,186,3
0003-2417,2020,core,103,29
0003-2417,2020,all,141,33
0003-2417,2021,core,132,53
0003-2417,2021,all,181,57
0003-2417,2022,core,64,29
0003-2417,2022,all,81,32
0003-2638,2019,core,32,0
0003-2638,2019,all,32,0
0003-2638,2020,core,47,0
0003-2638,2020,all,52,0
0003-2638,2021,core,71,13
0003-2638,2021,all,78,13
0003-2638,2022,core,56,6
0003-2638,2022,all,74,6
0003-2638,2023,core,55,18
0003-2638,2023,all,60,19
0003-2654,2019,core,788,38
0003-2654,2019,all,797,44
0003-2654,2020,core,845,65
0003-2654,2020,all,872,87
0003-2654,2021,core,776,80
0003-2654,2021,all,792,95
0003-2654,2022,core,660,51
0003-2654,2022,all,675,62
0003-2654,2023,core,656,96
0003-2654,2023,all,664,103
0003-2670,2019,core,853,5
0003-2670,2019,all,860,5
0003-2670,2020,core,893,6
0003-2670,2020,all,898,6
0003-2670,2021,core,859,77
0003-2670,2021,all,864,77
0003-2670,2022,core,997,90
0003-2670,2022,all,997,90
0003-2670,2023,core,1028,107
0003-2670,2023,all,1032,107
0003-2697,2019,core,272,10
0003-2697,2019,all,274,10
0003-2697,2020,core,324,20
0003-2697,2020,all,327,20
0003-2697,2021,core,239,20
0003-2697,2021,all,239,20
0003-2697,2022,core,308,44
0003-2697,2022,all,313,44
0003-2697,2023,core,227,34
0003-2697,2023,all,229,34
0003-2700,2019,core,2036,83
0003-2700,2019,all,2061,84
0003-2700,2020,core,2020,140
0003-2700,2020,all,2063,140
0003-2700,2021,core,2011,104
0003-2700,2021,all,2048,104
0003-2700,2022,core,2195,146
0003-2700,2022,all,2216,146
0003-2700,2023,core,2345,309
0003-2700,2023,all,2372,314
0003-2719,2019,core,203,1
0003-2719,2019,all,204,1
0003-2719,2020,core,224,1
0003-2719,2020,all,224,1
0003-2719,2021,core,175,0
0003-2719,2021,all,176,0
0003-2719,2022,core,230,4
0003-2719,2022,all,231,4
0003-2719,2023,core,384,3
0003-2719,2023,all,386,3
0003-2999,2019,core,397,8
0003-2999,2019,all,594,8
0003-2999,2020,core,427,20
0003-2999,2020,all,698,21
0003-2999,2021,core,370,23
0003-2999,2021,all,549,25
0003-2999,2022,core,322,21
0003-2999,2022,all,454,22
0003-2999,2023,core,276,16
0003-2999,2023,all,428,16
0003-3022,2019,core,244,5
0003-3022,2019,all,476,6
0003-3022,2020,core,251,14
0003-3022,2020,all,492,32
0003-3022,2021,core,166,6
0003-3022,2021,all,370,8
0003-3022,2022,core,138,1
0003-3022,2022,all,280,2
0003-3022,2023,core,125,4
0003-3022,2023,all,288,5
0003-3197,2019,core,94,1
0003-3197,2019,all,155,1
0003-3197,2020,core,97,3
0003-3197,2020,all,166,3
0003-3197,2021,core,107,9
0003-3197,2021,all,145,10
0003-3197,2022,core,116,6
0003-3197,2022,all,157,9
0003-3197,2023,core,220,4
0003-3197,2023,all,302,4
0003-3472,2019,core,247,12
0003-3472,2019,all,260,12
0003-3472,2020,core,231,26
0003-3472,2020,all,242,26
0003-3472,2021,core,249,41
0003-3472,2021,all,259,42
0003-3472,2022,core,207,53
0003-3472,2022,all,216,53
0003-3472,2023,core,179,76
0003-3472,2023,all,187,76
0003-3790,2019,core,15,1
0003-3790,2019,all,15,1
0003-3790,2020,core,20,4
0003-3790,2020,all,23,4
0003-3790,2021,core,16,3
0003-3790,2021,all,16,3
0003-3790,2022,core,17,4
0003-3790,2022,all,17,4
0003-3790,2023,core,34,17
0003-3790,2023,all,35,18
0003-3804,2019,core,171,7
0003-3804,2019,all,177,7
0003-3804,2020,core,154,14
0003-3804,2020,all,161,14
0003-3804,2021,core,125,8
0003-3804,2021,all,126,8
0003-3804,2022,core,207,23
0003-3804,2022,all,212,24
0003-3804,2023,core,218,66
0003-3804,2023,all,223,69
0003-4088,2019,core,24,6
0003-4088,2019,all,24,6
0003-4088,2020,core,28,0
0003-4088,2020,all,28,0
0003-4088,2021,core,24,4
0003-4088,2021,all,25,4
0003-4266,2019,core,53,3
0003-4266,2019,all,67,3
0003-4266,2020,core,30,1
0003-4266,2020,all,38,1
0003-4266,2021,core,46,2
0003-4266,2021,all,58,2
0003-4266,2022,core,53,5
0003-4266,2022,all,69,5
0003-4266,2023,core,72,5
0003-4266,2023,all,96,5
0003-4347,2019,core,55,0
0003-4347,2019,all,60,0
0003-4347,2020,core,56,6
0003-4347,2020,all,62,6
0003-4347,2021,core,61,5
0003-4347,2021,all,66,5
0003-4347,2022,core,56,6
0003-4347,2022,all,60,6
0003-4347,2023,core,76,14
0003-4347,2023,all,82,14
0003-4452,2019,core,12,0
0003-4452,2019,all,12,0
0003-4452,2020,core,14,1
0003-4452,2020,all,14,1
0003-4452,2021,core,7,1
0003-4452,2021,all,7,1
0003-4452,2022,core,2,0
0003-4452,2022,all,2,0
0003-4452,2023,core,14,1
0003-4452,2023,all,14,1
0003-4487,2019,core,131,1
0003-4487,2019,all,140,1
0003-4487,2020,core,150,1
0003-4487,2020,all,162,1
0003-4487,2021,core,132,4
0003-4487,2021,all,150,4
0003-4487,2022,core,183,9
0003-4487,2022,all,198,9
0003-4487,2023,core,174,9
0003-4487,2023,all,188,9
0003-4746,2019,core,72,2
0003-4746,2019,all,75,2
0003-4746,2020,core,72,5
0003-4746,2020,all,74,5
0003-4746,2021,core,72,11
0003-4746,2021,all,77,11
0003-4746,2022,core,65,8
0003-4746,2022,all,70,8
0003-4746,2023,core,89,25
0003-4746,2023,all,92,25
0003-4800,2019,core,55,4
0003-4800,2019,all,55,4
0003-4800,2020,core,52,6
0003-4800,2020,all,53,6
0003-4800,2021,core,26,2
0003-4800,2021,all,30,2
0003-4800,2022,core,33,5
0003-4800,2022,all,34,6
0003-4800,2023,core,44,15
0003-4800,2023,all,46,16
0003-4894,2019,core,185,4
0003-4894,2019,all,189,4
0003-4894,2020,core,164,1
0003-4894,2020,all,180,2
0003-4894,2021,core,200,13
0003-4894,2021,all,212,14
0003-4894,2022,core,179,16
0003-4894,2022,all,180,16
0003-4894,2023,core,264,17
0003-4894,2023,all,274,18
0003-4916,2019,core,192,4
0003-4916,2019,all,197,4
0003-4916,2020,core,251,5
0003-4916,2020,all,261,5
0003-4916,2021,core,213,10
0003-4916,2021,all,221,10
0003-4916,2022,core,201,14
0003-4916,2022,all,209,14
0003-4916,2023,core,265,31
0003-4916,2023,all,269,31
0003-4932,2019,core,318,19
0003-4932,2019,all,562,23
0003-4932,2020,core,383,14
0003-4932,2020,all,517,15
0003-4932,2021,core,559,26
0003-4932,2021,all,964,34
0003-4932,2022,core,538,53
0003-4932,2022,all,638,53
0003-4932,2023,core,601,86
0003-4932,2023,all,652,87
0003-4967,2019,core,227,73
0003-4967,2019,all,467,87
0003-4967,2020,core,170,56
0003-4967,2020,all,515,80
0003-4967,2021,core,178,84
0003-4967,2021,all,469,105
0003-4967,2022,core,221,85
0003-4967,2022,all,476,96
0003-4967,2023,core,189,79
0003-4967,2023,all,413,94
0003-4975,2019,core,682,1
0003-4975,2019,all,979,1
0003-4975,2020,core,550,2
0003-4975,2020,all,1098,7
0003-4975,2021,core,529,11
0003-4975,2021,all,1074,17
0003-4975,2022,core,505,19
0003-4975,2022,all,1191,24
0003-4975,2023,core,217,6
0003-4975,2023,all,787,14
0003-5599,2019,core,99,0
0003-5599,2019,all,99,0
0003-5599,2020,core,64,0
0003-5599,2020,all,64,0
0003-5599,2021,core,59,0
0003-5599,2021,all,59,0
0003-5599,2022,core,71,0
0003-5599,2022,all,71,0
0003-5599,2023,core,64,0
0003-5599,2023,all,64,0
0003-567X,2019,core,17,12
0003-567X,2019,all,17,12
0003-567X,2020,core,19,16
0003-567X,2020,all,20,16
0003-567X,2021,core,16,12
0003-567X,2021,all,17,12
0003-567X,2022,core,20,12
0003-567X,2022,all,20,12
0003-567X,2023,core,13,11
0003-567X,2023,all,13,11
0003-5696,2020,core,23,2
0003-5696,2020,all,24,2
0003-5696,2021,core,9,1
0003-5696,2021,all,9,1
0003-5696,2022,core,10,3
0003-5696,2022,all,10,3
0003-5696,2023,core,9,4
0003-5696,2023,all,9,4
0003-5815,2019,core,15,1
0003-5815,2019,all,15,1
0003-5815,2020,core,25,5
0003-5815,2020,all,26,5
0003-5815,2021,core,8,1
0003-5815,2021,all,8,1
0003-5815,2022,core,20,5
0003-5815,2022,all,20,5
0003-5815,2023,core,18,6
0003-5815,2023,all,18,6
0003-598X,2019,core,131,19
0003-598X,2019,all,146,20
0003-598X,2020,core,120,35
0003-598X,2020,all,140,39
0003-598X,2021,core,125,55
0003-598X,2021,all,137,55
0003-598X,2022,core,110,61
0003-598X,2022,all,118,64
0003-598X,2023,core,133,94
0003-598X,2023,all,142,98
0003-603X,2019,core,27,1
0003-603X,2019,all,27,1
0003-603X,2020,core,32,5
0003-603X,2020,all,33,5
0003-603X,2021,core,31,1
0003-603X,2021,all,35,1
0003-603X,2022,core,33,5
0003-603X,2022,all,34,5
0003-603X,2023,core,33,5
0003-603X,2023,all,34,5
0003-6072,2019,core,168,8
0003-6072,2019,all,172,8
0003-6072,2020,core,173,25
0003-6072,2020,all,177,25
0003-6072,2021,core,173,15
0003-6072,2021,all,179,16
0003-6072,2022,core,99,15
0003-6072,2022,all,108,16
0003-6072,2023,core,107,17
0003-6072,2023,all,112,18
0003-6390,2019,core,5,0
0003-6390,2019,all,5,0
0003-6390,2020,core,239,5
0003-6390,2020,all,244,5
0003-6390,2021,core,24,1
0003-6390,2021,all,24,1
0003-6390,2022,core,25,2
0003-6390,2022,all,25,2
0003-6390,2023,core,35,6
0003-6390,2023,all,35,6
0003-6811,2019,core,161,2
0003-6811,2019,all,162,2
0003-6811,2020,core,168,5
0003-6811,2020,all,172,5
0003-6811,2021,core,226,4
0003-6811,2021,all,228,4
0003-6811,2022,core,362,10
0003-6811,2022,all,367,10
0003-6811,2023,core,384,9
0003-6811,2023,all,384,9
0003-682X,2019,core,415,13
0003-682X,2019,all,419,13
0003-682X,2020,core,456,17
0003-682X,2020,all,458,17
0003-682X,2021,core,676,40
0003-682X,2021,all,683,40
0003-682X,2022,core,624,53
0003-682X,2022,all,629,53
0003-682X,2023,core,504,65
0003-682X,2023,all,505,65
0003-6838,2019,core,113,0
0003-6838,2019,all,115,0
0003-6838,2020,core,117,0
0003-6838,2020,all,117,0
0003-6838,2021,core,126,3
0003-6838,2021,all,126,3
0003-6838,2022,core,132,11
0003-6838,2022,all,133,11
0003-6838,2023,core,130,5
0003-6838,2023,all,134,8
0003-6846,2019,core,420,15
0003-6846,2019,all,420,15
0003-6846,2020,core,422,16
0003-6846,2020,all,423,16
0003-6846,2021,core,417,25
0003-6846,2021,all,417,25
0003-6846,2022,core,421,28
0003-6846,2022,all,423,28
0003-6846,2023,core,927,80
0003-6846,2023,all,927,80
0003-6862,2019,core,57,3
0003-6862,2019,all,57,3
0003-6862,2020,core,52,2
0003-6862,2020,all,55,2
0003-6862,2021,core,53,2
0003-6862,2021,all,55,2
0003-6862,2022,core,39,7
0003-6862,2022,all,43,7
0003-6862,2023,core,47,5
0003-6862,2023,all,48,5
0003-6870,2019,core,204,9
0003-6870,2019,all,208,9
0003-6870,2020,core,227,16
0003-6870,2020,all,231,16
0003-6870,2021,core,260,34
0003-6870,2021,all,265,34
0003-6870,2022,core,236,51
0003-6870,2022,all,241,52
0003-6870,2023,core,179,55
0003-6870,2023,all,187,56
0003-6951,2019,core,1889,119
0003-6951,2019,all,1919,119
0003-6951,2020,core,1947,168
0003-6951,2020,all,1983,168
0003-6951,2021,core,2330,256
0003-6951,2021,all,2384,256
0003-6951,2022,core,2067,275
0003-6951,2022,all,2110,275
0003-6951,2023,core,2359,276
0003-6951,2023,all,2409,282
0003-701X,2019,core,61,0
0003-701X,2019,all,62,0
0003-701X,2020,core,63,0
0003-701X,2020,all,64,0
0003-701X,2021,core,70,0
0003-701X,2021,all,70,0
0003-701X,2022,core,98,0
0003-701X,2022,all,98,0
0003-701X,2023,core,85,0
0003-701X,2023,all,85,0
0003-7028,2019,core,120,2
0003-7028,2019,all,124,2
0003-7028,2020,core,128,9
0003-7028,2020,all,130,9
0003-7028,2021,core,135,21
0003-7028,2021,all,140,21
0003-7028,2022,core,126,16
0003-7028,2022,all,129,16
0003-7028,2023,core,124,14
0003-7028,2023,all,127,14
0003-7982,2019,core,10,0
0003-7982,2019,all,10,0
0003-7982,2020,core,11,3
0003-7982,2020,all,11,3
0003-7982,2021,core,10,1
0003-7982,2021,all,10,1
0003-7982,2022,core,20,4
0003-7982,2022,all,20,4
0003-7982,2023,core,17,2
0003-7982,2023,all,17,2
0003-8032,2019,core,10,7
0003-8032,2019,all,10,7
0003-8032,2020,core,11,5
0003-8032,2020,all,11,5
0003-8032,2021,core,16,6
0003-8032,2021,all,17,6
0003-8032,2023,core,20,13
0003-8032,2023,all,21,13
0003-813X,2019,core,90,9
0003-813X,2019,all,92,9
0003-813X,2020,core,87,15
0003-813X,2020,all,92,16
0003-813X,2021,core,82,23
0003-813X,2021,all,82,23
0003-813X,2022,core,106,30
0003-813X,2022,all,107,30
0003-813X,2023,core,115,46
0003-813X,2023,all,115,46
0003-8628,2019,core,42,3
0003-8628,2019,all,48,3
0003-8628,2020,core,41,0
0003-8628,2020,all,46,0
0003-8628,2021,core,37,0
0003-8628,2021,all,43,0
0003-8628,2022,core,38,6
0003-8628,2022,all,38,6
0003-8628,2023,core,57,11
0003-8628,2023,all,59,11
0003-889X,2019,core,133,11
0003-889X,2019,all,137,11
0003-889X,2020,core,140,20
0003-889X,2020,all,142,20
0003-889X,2021,core,144,31
0003-889X,2021,all,147,33
0003-889X,2022,core,125,31
0003-889X,2022,all,125,31
0003-889X,2023,core,145,41
0003-889X,2023,all,149,44
0003-9101,2019,core,20,1
0003-9101,2019,all,20,1
0003-9101,2020,core,22,2
0003-9101,2020,all,22,2
0003-9101,2021,core,28,3
0003-9101,2021,all,28,3
0003-9101,2022,core,44,9
0003-9101,2022,all,44,9
0003-9101,2023,core,28,6
0003-9101,2023,all,28,6
0003-9381,2019,core,12,0
0003-9381,2019,all,12,0
0003-9381,2020,core,12,0
0003-9381,2020,all,12,0
0003-9381,2021,core,14,0
0003-9381,2021,all,14,0
0003-9381,2022,core,11,0
0003-9381,2022,all,11,0
0003-9381,2023,core,11,0
0003-9381,2023,all,11,0
0003-9519,2019,core,16,5
0003-9519,2019,all,18,5
0003-9519,2020,core,22,3
0003-9519,2020,all,22,3
0003-9519,2021,core,19,6
0003-9519,2021,all,20,6
0003-9519,2022,core,19,7
0003-9519,2022,all,19,7
0003-9519,2023,core,24,12
0003-9519,2023,all,26,13
0003-9527,2019,core,142,14
0003-9527,2019,all,143,14
0003-9527,2020,core,143,22
0003-9527,2020,all,145,22
0003-9527,2021,core,140,43
0003-9527,2021,all,145,43
0003-9527,2022,core,109,37
0003-9527,2022,all,112,38
0003-9527,2023,core,107,45
0003-9527,2023,all,112,47
0003-9756,2019,core,11,1
0003-9756,2019,all,11,1
0003-9756,2020,core,22,5
0003-9756,2020,all,24,7
0003-9756,2021,core,13,1
0003-9756,2021,all,13,1
0003-9756,2022,core,11,6
0003-9756,2022,all,14,6
0003-9756,2023,core,18,8
0003-9756,2023,all,18,8
0003-9861,2019,core,289,11
0003-9861,2019,all,294,11
0003-9861,2020,core,301,14
0003-9861,2020,all,309,14
0003-9861,2021,core,246,21
0003-9861,2021,all,257,22
0003-9861,2022,core,202,21
0003-9861,2022,all,232,22
0003-9861,2023,core,205,41
0003-9861,2023,all,210,41
0003-9888,2019,core,229,36
0003-9888,2019,all,365,40
0003-9888,2020,core,236,38
0003-9888,2020,all,368,46
0003-9888,2021,core,215,44
0003-9888,2021,all,408,70
0003-9888,2022,core,257,52
0003-9888,2022,all,377,58
0003-9888,2023,core,202,42
0003-9888,2023,all,307,47
0003-9969,2019,core,252,7
0003-9969,2019,all,257,7
0003-9969,2020,core,277,13
0003-9969,2020,all,278,13
0003-9969,2021,core,220,13
0003-9969,2021,all,223,13
0003-9969,2022,core,185,12
0003-9969,2022,all,189,12
0003-9969,2023,core,154,24
0003-9969,2023,all,155,24
0003-9993,2019,core,234,10
0003-9993,2019,all,317,10
0003-9993,2020,core,195,10
0003-9993,2020,all,277,14
0003-9993,2021,core,234,24
0003-9993,2021,all,315,28
0003-9993,2022,core,257,23
0003-9993,2022,all,320,23
0003-9993,2023,core,315,44
0003-9993,2023,all,365,45
0004-0002,2019,core,163,13
0004-0002,2019,all,243,15
0004-0002,2020,core,210,37
0004-0002,2020,all,268,49
0004-0002,2021,core,262,48
0004-0002,2021,all,318,60
0004-0002,2022,core,273,65
0004-0002,2022,all,332,71
0004-0002,2023,core,276,81
0004-0002,2023,all,351,100
0004-069X,2019,core,37,7
0004-069X,2019,all,40,8
0004-069X,2020,core,34,11
0004-069X,2020,all,36,11
0004-069X,2021,core,31,21
0004-069X,2021,all,33,21
0004-069X,2022,core,26,14
0004-069X,2022,all,28,14
0004-069X,2023,core,23,15
0004-069X,2023,all,24,16
0004-0894,2019,core,89,12
0004-0894,2019,all,92,13
0004-0894,2020,core,98,22
0004-0894,2020,all,106,22
0004-0894,2021,core,78,24
0004-0894,2021,all,83,25
0004-0894,2022,core,85,33
0004-0894,2022,all,87,33
0004-0894,2023,core,87,68
0004-0894,2023,all,90,70
0004-3079,2019,core,22,0
0004-3079,2019,all,25,0
0004-3079,2020,core,19,0
0004-3079,2020,all,27,0
0004-3079,2021,core,22,0
0004-3079,2021,all,32,0
0004-3079,2022,core,23,0
0004-3079,2022,all,26,0
0004-3079,2023,core,20,0
0004-3079,2023,all,27,0
0004-3125,2019,core,41,0
0004-3125,2019,all,52,1
0004-3125,2020,core,36,1
0004-3125,2020,all,49,1
0004-3125,2021,core,60,1
0004-3125,2021,all,71,1
0004-3125,2022,core,64,3
0004-3125,2022,all,73,4
0004-3125,2023,core,46,1
0004-3125,2023,all,56,1
0004-3249,2019,core,22,0
0004-3249,2019,all,35,0
0004-3249,2020,core,36,0
0004-3249,2020,all,47,0
0004-3249,2021,core,32,0
0004-3249,2021,all,40,0
0004-3249,2022,core,25,0
0004-3249,2022,all,36,0
0004-3249,2023,core,17,0
0004-3249,2023,all,30,0
0004-3389,2019,core,14,0
0004-3389,2019,all,17,0
0004-3389,2020,core,14,0
0004-3389,2020,all,18,0
0004-3389,2021,core,9,1
0004-3389,2021,all,11,1
0004-3389,2022,core,12,0
0004-3389,2022,all,15,0
0004-3389,2023,core,5,1
0004-3389,2023,all,6,1
0004-3702,2019,core,81,10
0004-3702,2019,all,82,10
0004-3702,2020,core,96,11
0004-3702,2020,all,99,11
0004-3702,2021,core,98,26
0004-3702,2021,all,98,26
0004-3702,2022,core,109,33
0004-3702,2022,all,111,33
0004-3702,2023,core,139,53
0004-3702,2023,all,144,53
0004-5411,2019,core,31,0
0004-5411,2019,all,39,0
0004-5411,2020,core,28,0
0004-5411,2020,all,40,0
0004-5411,2021,core,31,0
0004-5411,2021,all,45,0
0004-5411,2022,core,37,0
0004-5411,2022,all,48,0
0004-5411,2023,core,32,4
0004-5411,2023,all,36,4
0004-5632,2019,core,86,6
0004-5632,2019,all,100,6
0004-5632,2020,core,54,3
0004-5632,2020,all,65,5
0004-5632,2021,core,82,17
0004-5632,2021,all,106,20
0004-5632,2022,core,49,3
0004-5632,2022,all,68,3
