issn_l,earliest_year,pubtype,ta_articles,ta_oa_articles,ta_first_author_articles,ta_oa_first_author_articles,ta_corresponding_author_articles,ta_oa_corresponding_author_articles,ta_first_corresponding_author_articles,ta_oa_first_corresponding_author_articles
0361-2317,2023,core,25,19,25,18,25,18,22,17
0361-3666,2023,all,33,29,32,27,33,27,30,25
0361-3666,2023,core,33,29,32,27,33,27,30,25
0361-3682,2023,all,10,8,10,7,9,7,7,6
0361-3682,2023,core,10,8,10,7,9,7,7,6
0361-476X,2023,all,32,16,32,12,33,12,27,8
0361-476X,2023,core,32,16,32,12,33,12,27,8
0361-5235,2023,all,24,17,22,12,24,12,12,7
0361-5235,2023,core,23,16,21,11,23,11,11,6
0361-5995,2023,all,38,39,37,28,38,28,24,17
0361-5995,2023,core,37,39,36,28,37,28,23,17
0361-6274,2023,all,3,2,3,2,3,2,3,2
0361-6274,2023,core,3,2,3,2,3,2,3,2
0361-6843,2023,all,8,6,8,6,8,6,8,6
0361-6843,2023,core,6,6,6,6,6,6,6,6
0361-8609,2023,all,313,121,306,80,224,79,114,38
0361-8609,2023,core,112,85,109,57,111,56,56,28
0362-1529,2023,all,5,2,4,2,5,2,4,2
0362-1529,2023,core,5,2,4,2,5,2,4,2
0362-2436,2023,all,12,4,12,3,12,3,11,2
0362-2436,2023,core,9,2,9,2,9,2,9,2
0362-2525,2023,all,55,57,53,44,58,47,40,34
0362-2525,2023,core,53,57,51,44,56,47,38,34
0362-3319,2023,all,9,3,9,3,9,3,8,3
0362-3319,2023,core,7,3,7,3,7,3,6,3
0362-4803,2023,all,26,29,26,18,30,19,14,8
0362-4803,2023,core,25,29,25,18,29,19,13,8
0362-5028,2023,all,1,0,1,0,1,0,1,0
0362-5028,2023,core,1,0,1,0,1,0,1,0
0362-546X,2023,all,76,48,76,34,73,34,37,20
0362-546X,2023,core,74,48,74,34,72,34,36,20
0362-5915,2023,all,4,0,4,0,4,0,4,0
0362-5915,2023,core,4,0,4,0,4,0,4,0
0362-6784,2023,all,1,1,1,1,1,1,1,1
0362-6784,2023,core,1,1,1,1,1,1,1,1
0362-9805,2023,all,14,15,14,10,14,10,9,5
0362-9805,2023,core,14,15,14,10,14,10,9,5
0363-0234,2023,all,43,32,43,25,44,27,34,20
0363-0234,2023,core,42,32,42,25,43,27,33,20
0363-0242,2023,all,8,5,7,3,6,2,2,0
0363-0242,2023,core,8,5,7,3,6,2,2,0
0363-0269,2023,all,2,0,2,0,0,0,0,0
0363-0269,2023,core,1,0,1,0,0,0,0,0
0363-1672,2023,all,8,12,8,8,8,8,4,4
0363-1672,2023,core,8,12,8,8,8,8,4,4
0363-1990,2023,all,13,4,13,4,13,4,13,4
0363-1990,2023,core,7,4,7,4,7,4,7,4
0363-2415,2023,all,13,5,13,5,13,5,12,5
0363-2415,2023,core,6,5,6,5,6,5,6,5
0363-5023,2023,all,30,6,28,5,28,5,20,4
0363-5023,2023,core,30,6,28,5,28,5,20,4
0363-5465,2023,all,69,38,68,27,65,27,36,16
0363-5465,2023,core,67,37,66,26,63,26,34,15
0363-6119,2023,all,3,0,3,0,3,0,2,0
0363-6119,2023,core,3,0,3,0,3,0,2,0
0363-6135,2023,all,9,7,9,5,9,5,5,3
0363-6135,2023,core,9,7,9,5,9,5,5,3
0363-6143,2023,all,14,13,13,8,14,8,6,3
0363-6143,2023,core,14,13,13,8,14,8,6,3
0363-7751,2023,all,1,1,1,1,1,1,1,1
0363-7751,2023,core,1,1,1,1,1,1,1,1
0363-8111,2023,all,20,9,20,7,20,7,18,5
0363-8111,2023,core,20,9,20,7,20,7,18,5
0363-8715,2023,all,1,0,0,0,1,0,0,0
0363-8715,2023,core,1,0,0,0,1,0,0,0
0363-9045,2023,all,3,4,2,2,3,2,0,0
0363-9045,2023,core,3,4,2,2,3,2,0,0
0363-9061,2023,all,53,51,52,36,53,37,31,22
0363-9061,2023,core,53,51,52,36,53,37,31,22
0363-9762,2023,all,15,4,15,3,15,3,10,2
0363-9762,2023,core,6,3,6,2,6,2,3,1
0364-0213,2023,all,106,87,103,74,107,75,86,62
0364-0213,2023,core,102,87,99,74,103,75,82,62
0364-152X,2023,all,62,48,60,45,62,46,56,43
0364-152X,2023,core,62,48,60,45,62,46,56,43
0364-216X,2023,all,129,46,122,32,126,34,50,20
0364-216X,2023,core,54,39,48,27,51,29,25,17
0364-2313,2023,all,153,87,149,59,150,61,91,33
0364-2313,2023,core,104,78,100,52,101,54,49,28
0364-2348,2023,all,67,42,61,30,62,29,36,17
0364-2348,2023,core,46,39,41,28,42,28,24,17
0364-3190,2023,all,21,24,18,13,23,15,7,4
0364-3190,2023,core,18,23,15,12,19,14,5,3
0364-5134,2023,all,308,131,302,77,141,85,60,31
0364-5134,2023,core,107,125,101,73,112,81,40,29
0364-5916,2023,all,13,4,12,4,12,4,10,4
0364-5916,2023,core,12,4,11,4,11,4,10,4
0364-9024,2023,all,57,50,57,36,49,32,24,18
0364-9024,2023,core,57,50,57,36,49,32,24,18
0364-9059,2023,all,10,5,10,4,10,4,8,3
0364-9059,2023,core,10,5,10,4,10,4,8,3
0365-6233,2023,all,62,68,55,35,68,40,14,7
0365-6233,2023,core,61,68,54,35,66,40,13,7
0366-6352,2023,all,29,26,26,16,27,17,14,7
0366-6352,2023,core,29,26,26,16,27,17,14,7
0366-7022,2023,all,42,0,38,0,48,0,10,0
0366-7022,2023,core,42,0,38,0,48,0,10,0
0367-0244,2023,all,2,3,2,2,2,2,1,1
0367-0244,2023,core,2,3,2,2,2,2,1,1
0367-2530,2023,all,27,17,27,14,27,15,22,12
0367-2530,2023,core,26,17,26,14,26,15,21,12
0367-326X,2023,all,14,12,12,6,14,6,2,0
0367-326X,2023,core,14,12,12,6,14,6,2,0
0367-4223,2023,all,1,1,1,1,1,1,1,1
0367-4223,2023,core,1,1,1,1,1,1,1,1
0368-2048,2023,all,21,13,20,9,22,10,13,6
0368-2048,2023,core,21,13,20,9,22,10,13,6
0368-2811,2023,all,28,11,28,9,24,8,15,6
0368-2811,2023,core,25,11,25,9,21,8,12,6
0368-492X,2023,all,9,3,8,3,9,3,8,3
0368-492X,2023,core,8,3,7,3,8,3,7,3
0369-8203,2023,all,3,4,3,2,2,2,0,0
0369-8203,2023,core,3,4,3,2,2,2,0,0
0370-1573,2023,all,26,17,24,10,24,10,9,3
0370-1573,2023,core,26,17,24,10,24,10,9,3
0370-1972,2023,all,64,55,61,34,72,42,35,21
0370-1972,2023,core,61,55,58,34,69,42,33,21
0372-1426,2023,all,11,5,11,5,11,5,11,5
0372-1426,2023,core,9,5,9,5,9,5,9,5
0373-3114,2023,all,67,78,66,50,65,51,32,23
0373-3114,2023,core,67,78,66,50,65,51,32,23
0373-4633,2023,all,7,6,7,5,6,5,5,4
0373-4633,2023,core,7,6,7,5,6,5,5,4
0373-6687,2023,all,5,4,4,2,5,3,1,1
0373-6687,2023,core,5,4,4,2,5,3,1,1
0374-3535,2023,all,21,24,21,15,22,15,10,6
0374-3535,2023,core,20,24,20,15,20,15,9,6
0374-4884,2023,all,3,0,2,0,1,0,0,0
0374-4884,2023,core,3,0,2,0,1,0,0,0
0375-6505,2023,all,40,31,40,25,40,25,31,19
0375-6505,2023,core,38,30,38,24,38,24,29,18
0375-6742,2023,all,35,24,34,20,33,19,23,15
0375-6742,2023,core,34,24,33,20,32,19,23,15
0375-9474,2023,all,15,4,14,2,13,3,9,1
0375-9474,2023,core,15,4,14,2,13,3,9,1
0375-9601,2023,all,39,16,38,9,36,9,18,2
0375-9601,2023,core,35,16,34,9,32,9,15,2
0376-0421,2023,all,14,8,14,6,14,6,7,4
0376-0421,2023,core,12,8,12,6,12,6,6,4
0376-6357,2023,all,31,23,31,16,29,16,20,9
0376-6357,2023,core,31,23,31,16,29,16,20,9
0376-7388,2023,all,114,116,99,60,117,68,18,12
0376-7388,2023,core,114,116,99,60,117,68,18,12
0376-835X,2023,all,1,1,1,1,1,1,1,1
0376-835X,2023,core,1,1,1,1,1,1,1,1
0376-8716,2023,all,65,49,63,35,63,34,40,20
0376-8716,2023,core,65,49,63,35,63,34,40,20
0376-8929,2023,all,13,14,12,10,13,11,9,7
0376-8929,2023,core,11,13,11,10,11,10,8,7
0376-9429,2023,all,11,11,10,9,11,9,8,7
0376-9429,2023,core,11,11,10,9,11,9,8,7
0377-0257,2023,all,32,31,30,20,31,20,14,9
0377-0257,2023,core,32,31,30,20,31,20,14,9
0377-0265,2023,all,5,3,5,2,5,2,4,1
0377-0265,2023,core,5,3,5,2,5,2,4,1
0377-0273,2023,all,62,41,62,34,63,34,52,27
0377-0273,2023,core,61,41,61,34,62,34,51,27
0377-0427,2023,all,122,88,118,58,112,59,59,29
0377-0427,2023,core,120,87,116,57,110,58,58,28
0377-0486,2023,all,59,58,58,38,64,44,31,24
0377-0486,2023,core,57,58,56,38,62,44,30,24
0377-2063,2023,all,1,0,1,0,0,0,0,0
0377-2063,2023,core,1,0,1,0,0,0,0,0
0377-2217,2023,all,260,237,254,168,244,167,141,98
0377-2217,2023,core,256,237,250,168,240,167,139,98
0377-7332,2023,all,73,83,72,57,68,58,38,32
0377-7332,2023,core,70,81,69,55,65,56,35,30
0377-8398,2023,all,12,11,12,8,11,8,8,5
0377-8398,2023,core,12,11,12,8,11,8,8,5
0377-8401,2023,all,43,50,43,31,45,33,22,14
0377-8401,2023,core,42,50,42,31,44,33,21,14
0377-9017,2023,all,63,70,62,48,59,48,34,26
0377-9017,2023,core,60,64,59,45,56,45,34,26
0377-919X,2023,all,11,5,11,5,11,5,11,5
0377-919X,2023,core,9,5,9,5,9,5,9,5
0378-1097,2023,all,23,26,23,14,24,15,6,3
0378-1097,2023,core,22,26,22,14,23,15,5,3
0378-1119,2023,all,42,32,38,20,38,23,17,11
0378-1119,2023,core,41,32,37,20,37,23,16,11
0378-1127,2023,all,199,162,198,133,202,139,163,110
0378-1127,2023,core,196,162,195,133,200,139,162,110
0378-1135,2023,all,33,31,33,21,34,22,15,12
0378-1135,2023,core,33,31,33,21,34,22,15,12
0378-1909,2023,all,20,18,18,15,22,17,17,14
0378-1909,2023,core,19,18,17,15,21,17,16,14
0378-2166,2023,all,98,67,96,61,98,62,91,56
0378-2166,2023,core,76,67,75,61,76,62,70,56
0378-2697,2023,all,13,15,13,11,13,11,9,7
0378-2697,2023,core,12,14,12,10,12,10,8,6
0378-3758,2023,all,12,6,12,5,11,5,9,4
0378-3758,2023,core,12,6,12,5,11,5,9,4
0378-3782,2023,all,45,42,44,29,44,29,24,16
0378-3782,2023,core,44,41,43,28,43,28,23,15
0378-3812,2023,all,57,60,56,35,55,34,17,9
0378-3812,2023,core,55,60,54,35,52,34,15,9
0378-3839,2023,all,49,45,44,34,48,38,33,27
0378-3839,2023,core,49,45,44,34,48,38,33,27
0378-4177,2023,all,4,3,4,3,4,3,4,3
0378-4177,2023,core,4,3,4,3,4,3,4,3
0378-4266,2023,all,92,67,89,43,80,41,34,17
0378-4266,2023,core,90,67,87,43,78,41,34,17
0378-4274,2023,all,274,37,274,22,29,22,10,7
0378-4274,2023,core,28,36,28,21,28,21,9,6
0378-4290,2023,all,59,50,57,39,56,39,37,28
0378-4290,2023,core,59,50,57,39,56,39,37,28
0378-4320,2023,all,24,23,24,15,24,15,13,7
0378-4320,2023,core,24,23,24,15,24,15,13,7
0378-4371,2023,all,122,82,118,60,115,62,76,40
0378-4371,2023,core,118,81,114,59,111,61,74,39
0378-4754,2023,all,41,33,39,21,36,21,16,9
0378-4754,2023,core,41,33,39,21,36,21,16,9
0378-5122,2023,all,62,28,56,22,60,20,32,14
0378-5122,2023,core,51,28,46,22,49,20,26,14
0378-5173,2023,all,271,298,246,154,271,171,46,27
0378-5173,2023,core,269,298,244,154,269,171,45,27
0378-5866,2023,all,3,5,3,3,3,3,1,1
0378-5866,2023,core,3,5,3,3,3,3,1,1
0378-5920,2023,all,74,66,73,48,68,47,39,29
0378-5920,2023,core,71,63,70,46,65,45,38,28
0378-5955,2023,all,32,27,32,19,33,19,21,11
0378-5955,2023,core,30,27,30,19,31,19,19,11
0378-620X,2023,all,12,12,12,9,12,9,8,6
0378-620X,2023,core,11,12,11,9,11,9,8,6
0378-7206,2023,all,22,15,22,11,20,11,15,7
0378-7206,2023,core,22,15,22,11,20,11,15,7
0378-7346,2023,all,6,6,6,5,6,5,5,4
0378-7346,2023,core,6,6,6,5,6,5,5,4
0378-7753,2023,all,233,178,214,105,241,115,93,42
0378-7753,2023,core,233,178,214,105,241,115,93,42
0378-7788,2023,all,284,237,271,174,269,179,175,116
0378-7788,2023,core,281,237,268,174,266,179,173,116
0378-7796,2023,all,93,58,90,42,89,44,57,28
0378-7796,2023,core,92,58,89,42,88,44,56,28
0378-7966,2023,all,9,7,9,5,10,6,5,4
0378-7966,2023,core,8,7,8,5,9,6,5,4
0378-8733,2023,all,42,32,42,27,41,27,31,22
0378-8733,2023,core,42,32,42,27,41,27,31,22
0378-8741,2023,all,40,32,30,17,41,21,12,6
0378-8741,2023,core,40,32,30,17,41,21,12,6
0379-0738,2023,all,113,99,112,66,106,67,63,34
0379-0738,2023,core,112,99,111,66,105,67,62,34
0379-5721,2023,all,6,4,6,3,6,3,5,2
0379-5721,2023,core,5,4,5,3,5,3,4,2
0379-6779,2023,all,11,10,10,5,12,6,3,1
0379-6779,2023,core,10,10,9,5,11,6,2,1
0379-7112,2023,all,94,102,93,71,96,74,60,43
0379-7112,2023,core,94,102,93,71,96,74,60,43
0379-864X,2023,all,74,2,72,2,7,2,2,2
0379-864X,2023,core,7,2,5,2,7,2,2,2
0380-1330,2023,all,4,3,3,2,4,2,2,1
0380-1330,2023,core,4,3,3,2,4,2,2,1
0380-1489,2023,all,1,0,1,0,1,0,1,0
0380-1489,2023,core,1,0,1,0,1,0,1,0
0384-9694,2023,all,7,6,7,6,7,6,7,6
0384-9694,2023,core,6,6,6,6,6,6,6,6
0385-2407,2023,all,108,32,107,23,104,20,38,11
0385-2407,2023,core,57,32,57,23,53,20,23,11
0385-5600,2023,all,19,11,19,6,20,7,6,2
0385-5600,2023,core,19,11,19,6,20,7,6,2
0385-8146,2023,all,3,1,3,1,3,1,1,1
0385-8146,2023,core,3,1,3,1,3,1,1,1
0387-7604,2023,all,10,1,10,1,9,0,3,0
0387-7604,2023,core,10,1,10,1,9,0,3,0
0388-0001,2023,all,15,9,15,9,15,9,14,9
0388-0001,2023,core,15,9,15,9,15,9,14,9
0391-3988,2023,all,10,2,9,2,10,2,7,2
0391-3988,2023,core,10,2,9,2,10,2,7,2
0391-4097,2023,all,142,143,138,86,135,87,52,30
0391-4097,2023,core,119,129,115,76,113,77,40,24
0391-9714,2023,all,17,15,17,14,17,14,16,13
0391-9714,2023,core,14,13,14,12,14,12,13,11
0393-0440,2023,all,63,51,60,37,60,37,37,23
0393-0440,2023,core,63,51,60,37,60,37,37,23
0393-2990,2023,all,75,82,73,59,77,61,48,38
0393-2990,2023,core,66,79,65,57,68,59,42,37
0393-5965,2023,all,8,10,8,7,8,7,4,4
0393-5965,2023,core,7,8,7,6,7,6,4,4
0393-697X,2023,all,7,10,7,6,7,6,3,2
0393-697X,2023,core,7,10,7,6,7,6,3,2
0394-7394,2023,all,10,4,10,3,10,3,9,2
0394-7394,2023,core,4,4,4,3,4,3,3,2
0394-9370,2023,all,2,0,2,0,2,0,1,0
0394-9370,2023,core,2,0,2,0,2,0,1,0
0398-7620,2023,all,1,0,1,0,1,0,0,0
0398-7620,2023,core,1,0,1,0,1,0,0,0
0424-7760,2023,all,9,0,9,0,9,0,4,0
0424-7760,2023,core,9,0,9,0,9,0,4,0
0425-0494,2023,all,17,4,16,4,17,4,16,4
0425-0494,2023,core,11,4,10,4,11,4,10,4
0425-1644,2023,all,86,72,85,52,66,54,42,34
0425-1644,2023,core,56,69,56,51,57,52,36,34
0430-8778,2023,all,8,1,8,1,8,1,8,1
0430-8778,2023,core,2,1,2,1,2,1,2,1
0435-3676,2023,all,1,1,1,1,1,1,1,1
0435-3676,2023,core,1,1,1,1,1,1,1,1
0435-3684,2023,all,14,13,14,12,14,12,13,11
0435-3684,2023,core,12,12,12,11,12,11,11,10
0440-9213,2023,all,24,25,24,23,24,23,22,21
0440-9213,2023,core,21,22,21,20,21,20,19,18
0486-6134,2023,all,8,7,8,6,8,6,7,5
0486-6134,2023,core,5,6,5,5,5,5,4,4
0515-0361,2023,all,23,17,22,12,22,12,9,7
0515-0361,2023,core,22,17,21,12,21,12,9,7
0521-9744,2023,all,6,4,6,4,6,4,6,4
0521-9744,2023,core,2,2,2,2,2,2,2,2
0538-8066,2023,all,13,16,13,10,14,11,6,5
0538-8066,2023,core,13,16,13,10,14,11,6,5
0539-0184,2023,all,10,6,10,6,10,6,10,6
0539-0184,2023,core,9,6,9,6,9,6,9,6
0567-7718,2023,all,21,5,15,3,22,4,9,2
0567-7718,2023,core,16,5,15,3,17,4,9,2
0570-1864,2023,all,24,25,24,17,24,18,13,10
0570-1864,2023,core,23,24,23,16,23,17,12,9
0570-4928,2023,all,1,1,1,1,1,1,1,1
0570-5398,2023,all,1,0,1,0,1,0,1,0
0570-6084,2023,all,5,4,5,4,5,4,5,4
0570-6084,2023,core,5,4,5,4,5,4,5,4
0577-9073,2023,all,3,0,3,0,3,0,1,0
0577-9073,2023,core,3,0,3,0,3,0,1,0
0578-6967,2023,all,1,0,1,0,1,0,1,0
0578-6967,2023,core,1,0,1,0,1,0,1,0
0584-8547,2023,all,36,26,33,17,40,21,20,12
0584-8547,2023,core,32,26,29,17,35,21,16,12
0586-7614,2023,all,64,45,62,35,61,36,40,26
0586-7614,2023,core,59,44,57,34,56,35,35,25
0591-2385,2023,all,39,18,39,18,39,18,39,18
0591-2385,2023,core,29,18,29,18,29,18,29,18
0703-6337,2023,all,34,34,34,31,32,30,29,27
0703-6337,2023,core,33,33,33,30,31,29,28,26
0705-5900,2023,all,1,0,1,0,1,0,1,0
0705-5900,2023,core,1,0,1,0,1,0,1,0
0706-0661,2023,all,2,2,2,1,2,1,1,0
0706-0661,2023,core,2,2,2,1,2,1,1,0
0706-652X,2023,all,8,9,8,7,8,7,6,5
0706-652X,2023,core,8,9,8,7,8,7,6,5
0706-7437,2023,all,68,45,68,34,68,34,49,23
0706-7437,2023,core,54,40,54,30,54,30,37,20
0707-5332,2023,all,26,19,26,19,26,19,24,19
0707-5332,2023,core,26,19,26,19,26,19,24,19
0708-5591,2023,all,1,0,1,0,1,0,1,0
0708-5591,2023,core,1,0,1,0,1,0,1,0
0714-9808,2023,all,60,37,59,30,60,30,44,23
0714-9808,2023,core,57,35,56,29,57,29,42,23
0718-9508,2023,all,42,45,37,29,42,31,19,15
0718-9508,2023,core,41,45,36,29,41,31,18,15
0720-048X,2023,all,144,99,142,62,140,64,71,27
0720-048X,2023,core,138,99,136,62,134,64,68,27
0720-213X,2023,all,10,11,9,8,10,8,6,5
0720-213X,2023,core,9,11,8,8,9,8,5,5
0721-3115,2023,all,56,30,54,19,62,25,40,14
0721-3115,2023,core,47,29,45,18,53,24,31,13
0721-7595,2023,all,17,15,13,7,18,10,6,2
0721-7595,2023,core,16,15,13,7,17,10,6,2
0721-7714,2023,all,9,4,9,2,9,3,4,1
0721-7714,2023,core,8,4,8,2,8,3,3,1
0721-832X,2023,all,131,129,127,79,132,85,57,35
0721-832X,2023,core,114,115,110,71,114,76,47,32
0722-1819,2023,all,3,2,3,1,3,1,2,0
0722-1819,2023,core,2,2,2,1,2,1,1,0
0722-4028,2023,all,57,58,54,41,60,47,42,30
0722-4028,2023,core,50,50,47,37,53,43,39,30
0722-4060,2023,all,32,33,32,25,32,26,22,18
0722-4060,2023,core,30,30,30,23,30,24,21,17
0723-0869,2023,all,28,23,27,17,25,18,16,12
0723-0869,2023,core,28,23,27,17,25,18,16,12
0723-2020,2023,all,17,15,16,9,19,10,5,4
0723-2020,2023,core,16,15,15,9,17,10,4,4
0723-2632,2023,all,66,57,63,46,60,46,42,35
0723-2632,2023,core,64,56,62,45,58,45,41,34
0723-4864,2023,all,87,100,85,80,90,83,68,63
0723-4864,2023,core,87,100,85,80,90,83,68,63
0724-4983,2023,all,129,88,122,58,122,66,66,36
0724-4983,2023,core,118,88,111,58,111,66,56,36
0724-8741,2023,all,24,26,23,15,23,17,9,6
0724-8741,2023,core,23,26,22,15,23,17,9,6
0726-8602,2023,all,8,7,8,6,8,6,7,5
0726-8602,2023,core,8,7,8,6,8,6,7,5
0727-3061,2023,all,13,6,11,4,13,6,11,4
0727-3061,2023,core,4,4,4,4,4,4,4,4
0728-4896,2023,all,19,18,18,15,19,16,16,13
0728-4896,2023,core,16,18,15,15,16,16,13,13
0729-2473,2023,all,5,1,5,1,5,1,5,1
0729-2473,2023,core,5,1,5,1,5,1,5,1
0729-4360,2023,all,60,65,60,52,60,52,46,39
0729-4360,2023,core,58,64,58,51,58,51,44,38
0730-0301,2023,all,102,17,101,15,99,15,82,13
0730-0301,2023,core,102,17,101,15,99,15,82,13
0730-2312,2023,all,32,36,29,20,35,25,10,9
0730-2312,2023,core,26,29,24,16,28,20,8,7
0730-725X,2023,all,37,25,34,19,36,20,21,14
0730-725X,2023,core,37,25,34,19,36,20,21,14
0730-7268,2023,all,93,97,91,67,90,68,52,38
0730-7268,2023,core,88,96,86,66,85,67,48,37
0730-7659,2023,all,64,56,63,45,65,46,51,35
0730-7659,2023,core,57,50,56,39,58,40,44,29
0730-8884,2023,all,13,12,13,12,13,12,13,12
0730-8884,2023,core,11,11,11,11,11,11,11,11
0731-1214,2023,all,9,6,9,6,9,6,9,6
0731-1214,2023,core,8,6,8,6,8,6,8,6
0731-1745,2023,all,11,9,11,9,11,9,11,9
0731-1745,2023,core,10,8,10,8,10,8,10,8
0731-6844,2023,all,8,7,8,7,8,7,8,7
0731-6844,2023,core,8,7,8,7,8,7,8,7
0731-7085,2023,all,85,88,79,49,90,55,25,16
0731-7085,2023,core,85,88,79,49,90,55,25,16
0731-7107,2023,all,4,3,4,2,4,2,3,1
0731-7107,2023,core,4,3,4,2,4,2,3,1
0731-7115,2023,all,19,9,18,8,17,8,13,7
0731-7115,2023,core,17,8,16,7,15,7,11,6
0731-9487,2023,all,2,0,2,0,2,0,1,0
0731-9487,2023,core,2,0,2,0,2,0,1,0
0732-118X,2023,all,22,12,21,10,22,10,17,8
0732-118X,2023,core,22,12,21,10,22,10,17,8
0732-8818,2023,all,8,10,7,6,8,6,3,2
0732-8818,2023,core,8,10,7,6,8,6,3,2
0732-8893,2023,all,25,14,23,11,24,11,14,8
0732-8893,2023,core,23,14,21,11,22,11,12,8
0733-2459,2023,all,22,19,22,13,20,12,13,6
0733-2459,2023,core,21,18,21,12,20,12,13,6
0733-2467,2023,all,207,70,205,51,92,52,55,33
0733-2467,2023,core,71,58,71,42,70,43,40,27
0733-3188,2023,all,28,26,27,18,27,19,19,11
0733-3188,2023,core,27,25,26,17,26,18,18,10
0733-4648,2023,all,45,34,45,29,45,29,39,24
0733-4648,2023,core,43,34,43,29,43,29,37,24
0733-5210,2023,all,12,7,12,5,11,5,6,3
0733-5210,2023,core,11,7,11,5,10,5,6,3
0733-8716,2023,all,18,8,18,6,15,6,12,4
0733-8716,2023,core,17,8,17,6,14,6,11,4
0733-8724,2023,all,63,35,62,28,64,28,48,21
0733-8724,2023,core,62,35,61,28,63,28,47,21
0734-0664,2023,all,26,26,26,20,25,20,18,14
0734-0664,2023,core,24,25,24,19,23,19,16,13
0734-1512,2023,all,6,5,6,5,6,5,6,5
0734-1512,2023,core,6,5,6,5,6,5,6,5
0734-2101,2023,all,41,36,38,28,40,29,24,21
0734-2101,2023,core,41,36,38,28,40,29,24,21
0734-2829,2023,all,16,17,16,15,16,15,14,13
0734-2829,2023,core,16,17,16,15,16,15,14,13
0734-371X,2023,all,10,10,10,8,10,8,8,6
0734-371X,2023,core,10,10,10,8,10,8,8,6
0734-7332,2023,all,6,2,5,1,6,2,5,1
0734-7332,2023,core,6,2,5,1,6,2,5,1
0734-743X,2023,all,48,35,45,27,45,27,29,19
0734-743X,2023,core,47,35,44,27,44,27,28,19
0734-9041,2023,all,5,4,5,3,5,3,3,2
0734-9041,2023,core,5,4,5,3,5,3,3,2
0734-9750,2023,all,47,50,39,27,48,32,11,9
0734-9750,2023,core,47,50,39,27,48,32,11,9
0735-0015,2023,all,20,12,20,8,18,8,9,4
0735-0015,2023,core,19,12,19,8,17,8,8,4
0735-0414,2023,all,26,19,24,15,27,17,20,13
0735-0414,2023,core,21,16,20,13,22,14,16,11
0735-1631,2023,all,3,2,3,2,3,2,3,2
0735-1631,2023,core,3,2,3,2,3,2,3,2
0735-1690,2023,all,3,0,3,0,3,0,3,0
0735-1690,2023,core,2,0,2,0,2,0,2,0
0735-1933,2023,all,52,31,42,16,53,23,18,8
0735-1933,2023,core,50,29,40,15,51,22,18,8
0735-2166,2023,all,75,23,75,20,75,20,69,17
0735-2166,2023,core,30,22,30,19,30,19,25,16
0735-2689,2023,all,2,1,1,1,2,1,1,1
0735-2689,2023,core,2,1,1,1,2,1,1,1
0735-2751,2023,all,5,3,5,3,5,3,5,3
0735-2751,2023,core,5,3,5,3,5,3,5,3
0735-3766,2023,all,16,17,16,13,13,12,9,8
0735-3766,2023,core,15,17,15,13,13,12,9,8
0735-3936,2023,all,10,8,10,6,9,6,7,4
0735-3936,2023,core,10,8,10,6,9,6,7,4
0735-6331,2023,all,7,4,7,4,7,4,7,4
0735-6331,2023,core,7,4,7,4,7,4,7,4
0735-648X,2023,all,5,4,5,3,5,3,4,2
0735-648X,2023,core,5,4,5,3,5,3,4,2
0735-6757,2023,all,35,12,34,10,33,9,18,7
0735-6757,2023,core,26,12,25,10,24,9,14,7
0735-7044,2023,all,1,0,1,0,1,0,0,0
0735-7044,2023,core,1,0,1,0,1,0,0,0
0735-7907,2023,all,5,4,4,2,5,3,3,1
0735-7907,2023,core,5,4,4,2,5,3,3,1
0735-9640,2023,all,4,3,3,2,4,3,3,2
0735-9640,2023,core,3,3,2,2,3,3,2,2
0736-0053,2023,all,1,1,1,1,1,1,1,1
0736-0053,2023,core,1,1,1,1,1,1,1,1
0736-0258,2023,all,2,1,2,1,2,1,2,1
0736-0258,2023,core,2,1,2,1,2,1,2,1
0736-0266,2023,all,95,85,90,52,92,57,35,24
0736-0266,2023,core,95,85,90,52,92,57,35,24
0736-2994,2023,all,6,3,6,2,6,2,2,1
0736-2994,2023,core,6,3,6,2,6,2,2,1
0736-4679,2023,all,32,13,32,10,32,10,24,7
0736-4679,2023,core,27,12,27,9,27,9,19,6
0736-5748,2023,all,16,4,14,3,13,3,8,2
0736-5748,2023,core,16,4,14,3,13,3,8,2
0736-5845,2023,all,32,26,30,18,30,20,19,12
0736-5845,2023,core,31,26,29,18,29,20,18,12
0736-5853,2023,all,19,13,19,12,17,12,15,11
0736-5853,2023,core,19,13,19,12,17,12,15,11
0736-6299,2023,all,4,3,3,2,3,2,1,1
0736-6299,2023,core,4,3,3,2,3,2,1,1
0736-6825,2023,all,7,1,7,1,7,1,5,1
0736-6825,2023,core,7,1,7,1,7,1,5,1
0736-8046,2023,all,91,53,90,35,86,35,48,17
0736-8046,2023,core,73,45,72,30,68,30,37,15
0736-9387,2023,all,7,7,7,6,7,6,6,5
0736-9387,2023,core,7,7,7,6,7,6,6,5
0736-9735,2023,all,1,0,1,0,1,0,1,0
0736-9735,2023,core,1,0,1,0,1,0,1,0
0737-0008,2023,all,2,2,2,2,2,2,2,2
0737-0008,2023,core,2,2,2,2,2,2,2,2
0737-0016,2023,all,1,0,1,0,1,0,1,0
0737-0016,2023,core,1,0,1,0,1,0,1,0
0737-0024,2023,all,14,13,14,12,13,12,12,11
0737-0024,2023,core,10,10,10,9,10,9,9,8
0737-0652,2023,all,3,1,3,1,3,1,3,1
